grupo,ids,n,baseline_sham,L_sham,R_sham,U_sham,impar_L_R,comun_LR_sham,R_uniform,L_uniform,residuo_cuatro,primer_impar_negativo_3muestras_ms,R_sham_entrada_L,R_sham_entrada_R
LAL025|L,19843;23621;76777,3,0.2922040439601328,0.004192764862613276,0.007230153207104565,0.010139492635646506,-0.001518694172245644,0.005711459034858923,-0.002909339428541943,-0.005946727773033232,-0.0012834254340713322,16,0.0072301532071045675,0.0
LC19|L,30456;77306,2,-5.009511376084372,0.006264873424267453,0.009104536891323173,0.0093807633098487,-0.0014198317335278596,0.007684705157795301,-0.00027622641852552855,-0.003115889885581248,-0.005988647005741925,208,-0.03532340285796138,-0.044427939749284585
VES104|R,519705,1,10.466689026860799,0.015755348907053497,0.01859307721148337,0.00969629221923435,-0.0014188641522149366,0.017174213059268376,0.00889678499224902,0.006059056687819146,-0.024652133899302518,36,0.0,-0.018593077211483282
LAL104|R,27725,1,-0.9112763061801068,0.003815162133030132,0.006589443462574258,0.0059588501209313464,-0.001387140664772063,0.0052023027978021896,0.0006305933416429114,-0.0021436879879012144,-0.004445755474673044,179,0.006589443462574248,0.0
IN19A016|L,940467,1,-2.8046604222711182,0.0021813378992826477,0.00485884887827217,0.005839774332857658,-0.001338755489494762,0.0035200933887774206,-0.0009809254545854874,-0.003658436433575011,-0.00120041244469716,27,0.004858848878272187,0.0
LAL056|R,512542,1,3.40755700681707,-0.01032667161302124,-0.007745787470434474,-0.0015246479793104206,-0.001290442071293382,-0.009036229541727829,-0.006221139491124055,-0.008802023633710819,0.016547811104145296,20,0.0,0.0077457874704344835
LAL096|R,161592,1,-9.47413745885626,0.03147591887027061,0.0339903893216776,0.010956914475736256,-0.0012572352257034971,0.03273315409597415,0.023033474845941343,0.02051900439453435,-0.05450939371621194,99,0.033990389321677625,0.0
LoVP92|L,76145;529724,2,-1.3884941060722928,-0.00023756553296449805,0.0019903541856275842,0.0013468820986340733,-0.001113959859296041,0.0008763943263315511,0.000643472086993511,-0.0015844476315985713,-0.0004059065540290129,62,-0.008673523167941415,-0.010663877353568992
PVLP214m|R,18195;18894;19343;21629;25278,5,-9.472166092891637,0.05752270126294646,0.05947943554386059,0.07631983905033936,-0.0009783671404570674,0.058501068403403605,-0.016840403506478762,-0.018797137787392896,-0.0406822977564677,26,0.0,-0.05947943554386064
ICL002m|R,13025,1,-17.11942527199737,-0.182972523930049,-0.18101711674011126,-0.19717472107437842,-0.0009777035949688551,-0.18199482033508,0.016157604334267193,0.014202197144329484,0.1668149195957818,26,0.0,0.18101711674011134
ANXXX094|L,14950,1,-0.06061567788569036,-0.001885426831510674,2.473915371499534e-05,-0.0023589976425705465,-0.0009550829926128347,-0.0009303438388978382,0.0023837367962855423,0.00047357081105987294,-0.0004983099647748683,36,0.0,-2.4739153714994666e-05
PVLP005|R,519046,1,5.6554380461998806,0.00037528244614302097,0.002240427118921134,0.0019065547673341094,-0.0009325723363890566,0.0013078547825320687,0.0003338723515870247,-0.0015312723211910885,-0.0007091547977300457,41,0.0,-0.0022404271189211313
LT42|R,11319,1,2.8225350794486332,0.0011363919517897979,0.0029803483822477923,0.0037351951470631223,-0.0009219782152289971,0.00205837016701882,-0.0007548467648153302,-0.0025988031952733246,-0.0003815451869744676,30,0.0,-0.002980348382247774
CB1268|R,530860,1,-1.0077931268773204,0.0005729183270122884,0.002377826435790441,0.00251519081322926,-0.0009024540543890763,0.0014753723814013673,-0.00013736437743881868,-0.0019422724862169715,-0.00043555394957346975,116,0.0,-0.00237782643579044
WED074|L,16787,1,17.814359210068112,0.027061832924161252,0.028842716875549238,0.06708742778417245,-0.0008904419756939912,0.027952274899855196,-0.038244710908623226,-0.04002559486001121,0.011182877984461978,16,0.0,-0.028842716875549217
IN06B066|R,806869,1,-3.775144912509038,-0.0008195525438671477,0.0008526340625451045,0.0026965436536874965,-0.000836093303206126,1.6540759338973916e-05,-0.0018439095911423923,-0.0035160961975546443,0.0026634621350095397,162,0.0008526340625451175,0.0
PS098|R,521374,1,-2.6396770254854185,0.018429444467482774,0.019945081352121353,0.022731530402803027,-0.0007578184423192873,0.01918726290980208,-0.0027864490506816744,-0.004302085935320249,-0.0156429954168011,16,0.01994508135212137,0.0
LPT114|R,13808,1,2.838123062751098,0.017205241904486288,0.018697497392315146,0.024600503285195332,-0.0007461277439144297,0.01795136964840071,-0.005903005892880186,-0.007395261380709045,-0.0113022360116061,37,0.0,-0.01869749739231515
AOTU042|L,10212,1,-5.9559941144904744,-0.0013652725766535253,8.929971162321326e-05,0.0005840291763691061,-0.0007272861441383693,-0.0006379864325151649,-0.0004947294647458929,-0.0019493017530226315,0.001860002041399418,27,8.929971162325633e-05,0.0
PS197|R,512328,1,-5.327256319885397,-0.001392944584583097,-0.00023618528919741423,0.0038671829307648643,-0.0005783796476928414,-0.0008145649368902526,-0.004103368219962279,-0.005260127515347961,0.005496312804545375,126,0.0,0.00023618528919737587
GNG577|R,14808,1,-2.5517796814922122,-0.011461220740919894,-0.010330738188327675,-0.016343247425885565,-0.0005652412762961085,-0.01089597946462377,0.006012509237557888,0.004882026684965672,0.005448711503362004,17,-0.010330738188327668,0.0
PLP225|L,36012,1,-0.37988855907061386,0.37864624422772447,0.37976576944974344,0.37979595768438473,-0.000559762611009512,0.379206006838734,-3.0188234641180898e-05,-0.001149713456660205,-0.3786160559930833,305,0.0,-0.3797657694497436
CB0194|R,11856,1,-4.2824376755258315,0.0025139446952422567,0.0036333573770788515,-0.0019865723144842293,-0.0005597063409182978,0.0030736510361605305,0.00561992969156308,0.004500517009726485,-0.008133874386805337,91,0.0036333573770788627,0.0
PLP214|R,18566,1,5.913059925349355,0.002222090022686295,0.00327988798907578,-0.0031063048350776236,-0.0005288989831947426,0.002750989005881067,0.006386192824153403,0.005328394857763918,-0.0086082828468397,35,0.0,-0.003279887989075753
DNp26|R,515575,1,19.124031665474554,0.002473100666319859,0.0035283981114631047,0.0036145589716781406,-0.000527648722571623,0.0030007493888914933,-8.616086021503602e-05,-0.001141458305358282,-0.002386939806104823,179,0.0035283981114628766,0.0
GNG127|L,516820,1,-5.984670282964875,-0.00012809458268407047,0.0008503350014559984,0.0007714582695840928,-0.0004892147920700344,0.0003611202093859316,7.887673187190559e-05,-0.0008995528522681632,4.9217850812164875e-05,61,0.0008503350014560213,0.0
CRE039|R,40289,1,-0.03279733040713719,-0.006207787569214919,-0.005255485198071689,-0.01272189372207644,-0.0004761511855716151,-0.005731636383643305,0.00746640852400475,0.006514106152861519,-0.0012586209547898308,137,-0.00525548519807169,0.0
AN08B026|L,17206;523839,2,-0.29569240892373555,-5.4622915884568666e-05,0.0008324856750953579,0.0008264136251408951,-0.00044355429548996326,0.00038893137960539277,6.072049954462559e-06,-0.0008810365410254638,4.855086593010611e-05,106,0.0,-0.0008324856750953534
MeVP60|R,15307,1,2.4409950739847113,0.0004817366066163378,0.001126745259230037,0.0012612892494219808,-0.0003225043263068496,0.0008042409329231845,-0.00013454399019194373,-0.0007795526428056429,-0.0003471926164243941,57,0.0,-0.0011267452592300532
DNp26|L,10562,1,-10.985698694048091,0.0006241391539069438,0.0012043929988594367,0.001356769005392896,-0.0002901269224762464,0.0009142660763832138,-0.00015237600653345926,-0.0007326298514859521,-0.0004717631473734846,185,0.0,-0.0012043929988594523
AOTU017|L,19331;516363,2,0.6929478162269326,-0.003262201061030632,-0.0026892473024823834,-0.004610288108939564,-0.00028647687927412435,-0.0029757241817565065,0.0019210408064571803,0.0013480870479089314,0.001341160254573453,16,-0.0026892473024823895,0.0
HSN|L,10181,1,17.537986487412255,0.0004838375036268843,0.0010475419195257287,0.0011841275246417386,-0.00028185220794942225,0.0007656897115762831,-0.00013658560511600987,-0.0007002900210148544,-0.00034725189851087445,56,0.0010475419195258321,0.0
PLP092|L,11637,1,17.371367631953113,-0.0001559776075269301,0.0003940039848380838,0.0004484430635957026,-0.00027499079618250694,0.00011901318865558862,-5.443907875761884e-05,-0.0006044206711226328,0.00021041668628454894,160,0.00039400398483812937,0.0
AVLP734m|R,17589,1,5.915549819466938,0.0017130068953108086,0.0022610713697278108,0.0023793716242237386,-0.000274032237208501,0.001987039132519298,-0.00011830025449592782,-0.0006663647289129299,-0.0015947066408148807,31,0.0,-0.002261071369727755
IN02A029|L,905004,1,-5.572243113596884,-0.00022017793747566795,0.00032240484975495606,0.00022389062868743466,-0.000271291393615312,5.111345613959407e-05,9.851422106752141e-05,-0.0004440685661631026,0.00012166371640814653,52,0.0003224048497549731,0.0
IN18B012|L,919652,1,-0.19411648130447248,-0.0003230840829966344,0.00020512488150370672,-8.399197131743249e-07,-0.0002641044822501706,-5.8979600746461914e-05,0.00020596480121688106,-0.0003222441632834601,0.00011711928177975338,87,0.0,-0.00020512488150370282
MeVC11|R,10260,1,4.22478429582254,-0.0010063890283122771,-0.0005108376482738843,-0.002699536093288416,-0.0002477756900191964,-0.0007586133382930719,0.0021886984450145315,0.0016931470649761385,-0.0011823094167022542,27,-0.0005108376482738944,0.0
pC1_14a|R,33553,1,-0.047977635036841715,-0.0010643840195786653,-0.0006211113583955689,-0.001642709802194805,-0.00022163633059154819,-0.0008427476889871168,0.001021598443799236,0.0005783257826161397,4.278557577942918e-05,26,0.0,0.0006211113583955684
PS047_a|R,521701,1,-28.54479388373951,0.0008579871528475092,0.0012934867760421062,0.0015106943443003035,-0.00021774981159729853,0.0010757369644448548,-0.00021720756825819728,-0.0006527071914527944,-0.0006407795845893119,206,0.0,-0.001293486776042197
DNge054|L,10377,1,-5.814863691188014,6.668603694372377e-05,0.00047428735823986127,0.00043504025850086994,-0.00020380066064806874,0.0002704866975917631,3.924709973899133e-05,-0.00036835422155714616,-0.0001059331366827151,21,0.0004742873582398812,0.0
LAL050|R,45628,1,4.77937933178844,-0.003330905699897461,-0.0030440648662568674,8.050957516758513e-05,-0.00014342041682029687,-0.0031874852830771094,-0.0031245744414244523,-0.0034114152750650464,0.006455480141321914,28,0.0,0.003044064866256858
GNG663|L,72303;518326,2,-0.21347300968879698,-0.00033633244275864377,-5.156437685410604e-05,-0.0002190033424803028,-0.00014238403295226888,-0.00019394840980637,0.00016743896562619682,-0.00011732910027834097,0.000168893477132447,121,-5.156437685410629e-05,0.0
AN06A010|R,162371,1,-1.0810786642103938,0.0037744903541141682,0.004052042930865586,0.007606887373608432,-0.00013877628837570882,0.003913266642489887,-0.0035548444427428473,-0.0038323970194942642,-0.00021964591137132032,31,0.0040520429308655735,0.0
VES074|R,12187,1,1.8441643305124362,-0.0004666717512829943,-0.00020977995513890503,-0.0006133236130666673,-0.00012844589807204466,-0.0003382258532109595,0.00040354365792776237,0.00014665186178367302,6.312809335523199e-05,76,-0.0002097799551388698,0.0
LAL145|R,13800;511839,2,-71.00845973590351,0.0005404102527583311,0.0007733598005774785,0.0009239696736252507,-0.00011647477390957363,0.0006568850266683754,-0.00015060987304777227,-0.0003835594208669195,-0.00038980037971055894,119,0.0,-0.0007733598005770733
DNp60|R,13092,1,-0.09022027407563958,-0.0004757477452676713,-0.0002766671679457958,-0.0007872534665701154,-9.954028866093779e-05,-0.00037620745660673353,0.0005105862986243194,0.00031150572130244383,-3.4838553356648e-05,94,0.0,0.00027666716794579673
AOTU033|L,521650,1,11.294517243359955,-0.00030426758957599956,-0.0001473896538286983,-0.00021523116824561248,-7.843896787365065e-05,-0.00022582862170238423,6.784151441691419e-05,-8.903642133038709e-05,0.0002364260751590854,24,-0.00014738965382868612,0.0
IN11A034|R,809713,1,-5.751607193484433,5.943344724237836e-05,0.00020706515338635698,0.0002620348888497084,-7.381585307198932e-05,0.00013324930031435885,-5.496973546335137e-05,-0.00020260144160733,-4.463711779026987e-06,138,0.0,-0.00020706515338636902
LC31b|R,11812;26262,2,-4.73273607712172,-0.00012734542808771118,1.4661005431639383e-05,-2.5764007882401735e-05,-7.100321675967527e-05,-5.634221132810059e-05,4.042501331404112e-05,-0.00010158142020530943,8.692041477367006e-05,147,0.0,-1.4661005431633944e-05
AOTU007|R,33122,1,0.16160972118526143,-0.00032358427201790264,-0.00018543336595120487,-0.00039954808597193785,-6.90754530333489e-05,-0.0002545088189845554,0.00021411472002073295,7.596381395403519e-05,0.00010946955199716967,32,-0.0001854333659512023,0.0
HSE|L,10034,1,56.76850299320672,6.128630680741058e-05,0.0001918673352543424,0.00012089352314617846,-6.529051422346591e-05,0.0001265768210310647,7.097381210816395e-05,-5.960721633876788e-05,-0.00013226011891557453,51,0.000191867335253874,0.0
GNG124|R,11164,1,-24.048630851714005,5.8526949257916814e-05,0.00018362952220810026,0.00017671205164479858,-6.255128647509171e-05,0.00012107823573292619,6.917470563301673e-06,-0.00011818510238688176,-6.544441982121848e-05,16,0.00018362952220812382,0.0
HSN|R,10015,1,-52.758679353070846,0.001846328005466496,0.0019623246005513093,0.005113024909023231,-5.79982975424067e-05,0.001904326303008832,-0.0031507003084719214,-0.0032666969035567346,0.0013043723030054253,130,0.0,-0.0019623246005511393
PS306|R,10333,1,115.374726882968,-0.0013782266475491434,-0.001272341287800043,-0.0014464499257666268,-5.294267987455023e-05,-0.0013252839676745932,0.0001741086379665838,6.822327821748334e-05,0.0012041180095825597,26,0.003244470738914233,0.00451681202671402
MeVPMe2|R,10170,1,-2.54164227652761,5.3869912472834584e-05,0.0001396113122306355,0.0002009722232512697,-4.287069987890046e-05,9.674061235171886e-05,-6.136091102063421e-05,-0.00014710231077843513,7.4909985477996235e-06,192,0.00013961131223065256,0.0
LAL017|L,18777,1,0.11457507338389103,0.00012778116574336433,0.00020173557590090165,0.0002890480032122959,-3.697720507876865e-05,0.0001647583708221332,-8.731242731139424e-05,-0.00016126683746893155,-4.046873843197009e-05,104,0.000201735575900902,0.0
VES041|R,10167,1,6.214971659309662,4.261578014095633e-05,0.00011171826667351015,7.575834802403132e-05,-3.455124326627691e-05,7.716702340723618e-05,3.595991864947883e-05,-3.3142567883074985e-05,-7.857569879043516e-05,150,-0.0004468731499306441,-0.000558591416604152
DNge068|R,11048,1,29.52321839198735,-0.00015955862948934186,-9.939967886091892e-05,-0.00025799634489683687,-3.0079475314211463e-05,-0.00012947915417508334,0.0001585966660359179,9.843771540749498e-05,9.619634534239431e-07,44,0.0,9.939967886084883e-05
PS013|R,11371,1,-1561.7617136084082,8.920467061463135e-05,0.000147004514207723,0.00016783270109875872,-2.8899921796545828e-05,0.00011810459240289535,-2.0828186891035723e-05,-7.862803048412738e-05,-6.837648372359563e-05,16,0.0,-0.00014700451419052483
SNpp45|R,808641;814188;815705;817320;818438;819536;820418;912106,8,-0.032858374605772275,0.00018991047050354945,0.0002458392692484642,0.0006480172647422962,-2.7964399372457422e-05,0.00021787486987600704,-0.0004021779954938318,-0.00045810679423874656,0.00021226752499028237,39,0.0,-0.00024583926924846427
IN13A050|R,812460,1,3.9158994593720977,-0.002527226438289482,-0.00247527094953189,-0.004064794865576305,-2.597774437879597e-05,-0.002501248693910667,0.001589523916044415,0.0015375684272868231,0.0009377025222450671,17,0.0,0.0024752709495318645
GNG315|R,11578,1,0.26179174541307526,0.00016601000401716019,0.00020407057159021634,0.00037140956112808725,-1.9030283786528073e-05,0.00018504028780369055,-0.00016733898953787092,-0.00020539955711092704,1.328985520710728e-06,26,0.0,-0.0002040705715902152
IN12A012|R,904042,1,6.475471241134127,7.279340294491473e-06,4.530193924010565e-05,4.082859139745246e-05,-1.901129947280709e-05,2.62906397672868e-05,4.473347842653191e-06,-3.354925110296099e-05,-1.1752688137144664e-05,100,0.0,-4.5301939240079435e-05
LAL166|R,16708,1,-6.401949743653063,0.00016526645685455585,0.00019766565871660657,0.0003465680668822889,-1.619960093102536e-05,0.00018146605778555474,-0.00014890240816568232,-0.00018130161002773306,-1.636404868887352e-05,26,0.0,-0.0001976656587166426
PS023|L,70317;88651,2,18.14983513511399,6.10725392633589e-05,9.279052185118925e-05,0.00011928619650536964,-1.5858991293915178e-05,7.693153055740348e-05,-2.6495674654180388e-05,-5.821365724201075e-05,-3.457686460917851e-05,126,9.279052185089763e-05,0.0
PVLP137|R,10329,1,11.225129026809316,2.543198141122525e-06,3.3446620241959224e-05,3.6167058086731274e-05,-1.5451711050418352e-05,1.7994909191411473e-05,-2.72043784477205e-06,-3.3623859945608754e-05,1.7723970364952509e-07,44,3.3446620242006326e-05,0.0
IN12A054|R,808389,1,-5.80052480284969,-3.248902676397493e-05,-2.5033856406003054e-06,8.965911269061901e-06,-1.499282056168731e-05,-1.7496206202284675e-05,-1.1469296909662205e-05,-4.1454938033036825e-05,4.395832367363713e-05,209,0.0,2.503385640649279e-06
PS072|L,32628;34260;54118;73647;93253,5,-1.0500572756462478,-7.712106731885147e-05,-4.9480391035387183e-05,-0.00016910828103826607,-1.3820338141732144e-05,-6.33007291771263e-05,0.0001196278900028789,9.198721371941461e-05,-4.250682268402744e-05,45,-4.948039103540556e-05,0.0
CB3740|R,34506,1,0.05986284879220086,-5.7412843592117614e-05,-3.7246933281728465e-05,-6.928864636943457e-05,-1.0082955155194576e-05,-4.732988843692332e-05,3.2041713087706105e-05,1.1875802777316953e-05,2.5371130504411512e-05,36,0.0,3.724693328172764e-05
CL120|L,28361,1,-0.004344956260249614,-4.5622015454571316e-05,-3.0208674402634438e-05,-8.086144120711685e-05,-7.706670525968436e-06,-3.791534492860291e-05,5.065276680448241e-05,3.523942575254552e-05,-5.030751349911086e-06,17,-3.0208674402634465e-05,0.0
PLP249|L,524091,1,-45.272541584543,-1.5245899011960174e-05,-1.1162023673479466e-05,-7.861090472270324e-06,-2.0419376692403537e-06,-1.3203961342908044e-05,-3.3009332012091435e-06,-7.3848085396898505e-06,1.8546832213169317e-05,95,-1.1162023673536997e-05,0.0
MBON32|R,519131,1,-0.08644948731877232,1.443675086429407e-06,3.3067061528382546e-06,4.826208826274604e-06,-9.315155332044239e-07,2.37519061963338e-06,-1.5195026734363489e-06,-3.3825337398451965e-06,7.582758700694185e-08,16,3.30670615283785e-06,0.0
IN06A008|L,803034,1,0.09309440687121279,-1.182796790194911e-06,3.182637669765378e-07,-4.732218231851224e-07,-7.505302785857244e-07,-4.322665116092457e-07,7.914855901616603e-07,-7.095749670097887e-07,3.9131120003325085e-07,26,0.0,-3.182637669751984e-07
AOTU006|R,20280,1,-23.53225051817443,5.536527469950598e-07,1.8354184571365593e-06,3.976196904858586e-07,-6.408828550707497e-07,1.194535602171685e-06,1.4377987666507007e-06,1.5603305650920116e-07,-1.9914515136457607e-06,149,0.0,-1.8354184570325972e-06
PS060|R,13324,1,0.01300640467824331,-3.035325231717668e-06,-1.912072993803564e-06,-4.166331019283139e-06,-5.616261189570518e-07,-2.4736991127606935e-06,2.2542580254795742e-06,1.1310057875654707e-06,7.810672062380936e-07,38,0.0,1.912072993803575e-06
VES204m|L,19838,1,0.007795427515948152,-4.2838225002263525e-07,6.394551280823332e-07,6.689024174386877e-08,-5.339186890524843e-07,1.055364390298437e-07,5.725648863384644e-07,-4.95272491766504e-07,-1.4418263631582912e-07,59,6.394551280825253e-07,0.0
DNge064|L,16746,1,-0.00529153707073054,1.121367135364189e-05,1.1603238160911752e-05,1.7671938969339626e-05,-1.9478340363493061e-07,1.1408454757276944e-05,-6.068700808427877e-06,-6.458267615697739e-06,-5.144970545214012e-06,28,1.160323816091169e-05,0.0
SIP118m|L,35750,1,-0.004951402397490406,-3.8104736088708823e-07,-7.390703422800408e-08,-3.819584136555904e-07,-1.5357016332954206e-07,-2.274771975575425e-07,3.0805137942758634e-07,9.110527685021909e-10,7.299598145950189e-08,16,-7.390703422807833e-08,0.0
PS316|L,116799,1,-26.677839668938567,4.245951776543743e-07,7.250919049525445e-07,8.137933939261508e-07,-1.5024836364908508e-07,5.748435412211118e-07,-8.870148897360636e-08,-3.891982162717765e-07,-3.3589368868076796e-07,16,7.250919049667802e-07,0.0
LAL073|R,11490,1,-0.007204842474294349,-5.806936081398678e-07,-3.330357592943815e-07,-9.337663233857827e-07,-1.2382892442274316e-07,-4.568646837170181e-07,6.007305640914012e-07,3.530727152459149e-07,-2.0036955951533458e-08,29,-3.3303575929452097e-07,0.0
PS070|R,513340,1,0.00018502316667134186,-2.612792578358703e-07,-1.1856859585902063e-07,-3.487816406368736e-07,-7.135533098842482e-08,-1.8992392684744886e-07,2.3021304477785293e-07,8.750238280100327e-08,3.106621305801735e-08,63,0.0,1.185685958590236e-07
DNg19|R,11198,1,-0.0016233394790074215,-3.6918623785671663e-06,-3.562206735803964e-06,-4.762421922260223e-06,-6.482782138160122e-08,-3.6270345571855867e-06,1.2002151864562594e-06,1.0705595436930568e-06,2.491647192110907e-06,27,0.0,3.5622067358039685e-06
LAL083|R,10868;11416,2,-0.04816388860025818,-1.0077575557780106e-07,-1.4558892988859736e-08,-1.235418347207018e-07,-4.310843129447066e-08,-5.766732428348082e-08,1.0898294173184209e-07,2.2766079142900764e-08,-8.207186154041028e-09,14,-1.4558892988625549e-08,0.0
PVLP004|L,24227,1,-5.851467819891976,-1.6136403950493659e-07,-9.429787723296543e-08,-1.8708692490133033e-07,-3.3533081135985584e-08,-1.27830958374833e-07,9.278904766836488e-08,2.5722885396393716e-08,6.857499183657172e-08,109,-9.429787721994889e-08,0.0
GNG466|L,18206,1,0.009371745735798074,-1.323442223051368e-06,-1.2754409389029343e-06,-1.800207976697239e-06,-2.4000642074216867e-08,-1.2994415809770835e-06,5.247670377943047e-07,4.76765753645871e-07,7.986751852570632e-07,25,0.0,1.2754409389028865e-06
DNg111|R,11706,1,0.0037046302046802896,-3.2046702324236953e-09,3.309808902705401e-08,1.908924117585048e-08,-1.8151379629738854e-08,1.494670939729789e-08,1.400884785120353e-08,-2.2293911408274174e-08,-1.0804177618779835e-08,39,-1.654904286950045e-07,-1.98588517722005e-07
SMP148|R,14608;524215,2,-0.001701969742828901,1.4445754600350548e-08,4.939603544571254e-08,6.40091518775549e-08,-1.7475140422680996e-08,3.1920895023047066e-08,-1.461311643184236e-08,-4.956339727720435e-08,1.6736183149181174e-10,20,4.939603544569499e-08,0.0
CB2551b|R,27880;90619,2,-0.05106522958279752,-6.221028472079125e-08,-3.545774096575766e-08,-1.0388909296856231e-07,-1.337627187751679e-08,-4.883401284378227e-08,6.843135200280465e-08,4.1678808247771064e-08,-6.221067282013403e-09,16,0.0,3.5457740965245794e-08
GNG390|R,517131,1,-0.003503656480050422,-3.579636725176383e-08,-9.11906411197392e-09,-4.671073577708888e-08,-1.3338651569894953e-08,-2.2457715681912067e-08,3.759167166511496e-08,1.0914368525325055e-08,-1.7953044133511349e-09,25,0.0,9.119064111982771e-09
GNG502|R,10489,1,0.05014823909442077,-2.4376142358381852e-08,3.531265720185371e-10,-2.096818723635671e-08,-1.2364634465200195e-08,-1.201150789277239e-08,2.1321313808375244e-08,-3.4079551220251438e-09,3.0548285500066065e-09,21,0.0,-3.531265733036688e-10
IN08A023|L,808549;809007;810162,3,-0.020173045364961346,-7.7970176445884e-08,-5.40132416382088e-08,-1.4697491358894786e-07,-1.1978467403837597e-08,-6.599170904204792e-08,9.296167195073906e-08,6.900473714306387e-08,-1.499149550485506e-08,16,-5.401324163811686e-08,0.0
CB2551b|L,28287;535761,2,0.024235301998300547,2.1105123607288124e-07,2.3188689111224348e-07,3.4278709569396415e-07,-1.0417827519681119e-08,2.2146906359271488e-07,-1.109002045817207e-07,-1.3173585962108294e-07,-1.0015103149116054e-07,21,2.3188689111230581e-07,0.0
AOTU026|R,18146,1,-0.00991808445174137,5.260434734159002e-10,9.627928220239851e-09,9.470204445210518e-09,-4.550942373411975e-09,5.076985846938944e-09,1.577237750293339e-10,-8.944160971794617e-09,-6.837672484452341e-10,17,0.0,-9.627928220193329e-09
DNge046|R,83661;242405,2,-0.00028452105042048255,-5.6433881574998476e-08,-5.192045719609304e-08,-7.39924959073064e-08,-2.256712189452715e-09,-5.417716938554779e-08,2.207203871121336e-08,1.755861433230793e-08,3.436184286378511e-08,30,-5.1920457196096764e-08,0.0
GNG006|M,11711,1,-5.621938444876211,-6.630969057138544e-09,-2.751591725624597e-09,-5.825146404971437e-09,-1.9396886657569738e-09,-4.691280364912677e-09,3.0735546793468397e-09,-8.058226521671075e-10,3.5574143777917046e-09,318,-2.7515917501070063e-09,0.0
LAL153|L,15566,1,-0.0021526870742549355,-1.0709585554280789e-09,1.277771998453943e-09,3.492444889838825e-10,-1.174365276941011e-09,1.0340672148102531e-10,9.285275094700605e-10,-1.4202030444119614e-09,1.4243104595801835e-10,27,0.0,-1.2777719984619483e-09
AN06A015|L,19981,1,0.003952718479845976,8.381245605402076e-10,3.0570774822428038e-09,6.464054290911644e-09,-1.1094764608512982e-09,1.947601021307734e-09,-3.4069768086688404e-09,-5.625929730371437e-09,2.568852248128633e-09,23,0.0,-3.0570774822324925e-09
CB0244|R,12166,1,-0.005265010376036726,7.690436347754299e-10,2.9306313970536508e-09,3.577963383503599e-09,-1.0807938811391103e-09,1.8498375160317898e-09,-6.473319864499481e-10,-2.8089197487281686e-09,-1.2171164832548185e-10,21,0.0,-2.930631397076204e-09
AVLP718m|R,16767,1,-0.003575156104913002,7.345153449831988e-10,1.537646905199887e-09,2.1492044917640507e-09,-4.015657801083441e-10,1.1360811250996935e-09,-6.115575865641637e-10,-1.4146891467808518e-09,-1.2295775841903514e-10,21,0.0,-1.5376469051984666e-09
LAL111|R,13123,1,0.0014004506970720944,-6.314283925427541e-10,9.64608257310019e-11,8.337187045366333e-11,-3.6394460913687797e-10,-2.6748378339533584e-10,1.3088955277338574e-11,-7.148002629964174e-10,6.183394372654154e-10,38,0.0,-9.646082574331094e-11
GNG624|R,47030,1,0.0006139485788651892,7.317899436771502e-10,1.4557696263935794e-09,2.6184120747081886e-09,-3.619898413582146e-10,1.0937797850291198e-09,-1.1626424483146091e-09,-1.8866221310310385e-09,4.308525046374589e-10,35,1.455769626388957e-09,0.0
LAL125|L,10606,1,7.071265940276851e-05,3.3951018895501386e-10,1.0601664709295494e-09,1.4161791663742686e-09,-3.6032814098726785e-10,6.998383299417923e-10,-3.560126954447191e-10,-1.0766689774192548e-09,1.6502506489705243e-11,15,-5.300832519207353e-10,-1.5902497228503051e-09
SAD013|L,30194,1,0.05084977332326113,-7.746958824402095e-10,-2.0722288378317238e-10,3.8332302361997204e-10,-2.837364993285185e-10,-4.909593833974608e-10,-5.905459074031444e-10,-1.1580189060601816e-09,1.365241789843354e-09,16,8.817995435739459e-12,2.1604087968947172e-10
LAL172|L,517101,1,-0.03311509067670433,1.446225533742286e-10,5.556556956767662e-10,9.956647553954983e-11,-2.055165711512688e-10,3.501391243228377e-10,4.5608922013721635e-10,4.5056077834678773e-11,-6.007117735114449e-10,26,0.0,-5.556556956447513e-10
CB1956|L,524896;529338,2,0.00227206614392775,1.8346647052538031e-09,2.2163409979826497e-09,4.183547904831662e-09,-1.9083814636442335e-10,2.0255028516028553e-09,-1.967206906849012e-09,-2.3488831995778588e-09,1.3254220159520907e-10,34,2.2163409979766225e-09,0.0
AOTU015|L,12627;14373;18388;516362,4,0.05314450896705019,-6.359696292735396e-10,-2.575543799953819e-10,5.46575068334801e-10,-1.8920762463907887e-10,-4.467620040377008e-10,-8.041294483301829e-10,-1.1825446976083406e-09,1.4400990776037226e-09,16,-2.575543807548695e-10,0.0
PLP249|R,11530,1,5.880512737087269,8.553569978872227e-10,1.2157710776306963e-09,1.1988854353717215e-09,-1.8020703987173682e-10,1.0355640289359952e-09,1.6885642258974812e-11,-3.435284374844988e-10,-8.722426401461975e-10,,0.0,-1.2157710713980747e-09
DNge119|R,519773,1,0.00440681966444579,5.179243037382563e-10,8.718307239054156e-10,1.9458904461811213e-09,-1.7695321008357965e-10,6.948775137696564e-10,-1.074059722275706e-09,-1.427966142442865e-09,5.561354185374495e-10,20,0.0,-8.71830723927684e-10
