grupo,ids,n,baseline_sham,L_sham,R_sham,U_sham,impar_L_R,comun_LR_sham,R_uniform,L_uniform,residuo_cuatro,primer_impar_negativo_3muestras_ms,R_sham_entrada_L,R_sham_entrada_R
DNp63|R,10384,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
DNpe003|L,14067,1,4.35e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
DNpe012_a|R,16701,1,-4.45e-322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
DNpe012_b|L,26672,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
DNpe012_b|R,22158,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
DNpe013|L,10834,1,8.1e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
DNpe013|R,10054,1,-6.443e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
DNpe023|R,521624,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
DNpe024|L,33335,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
DNpe024|R,521377,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
DNpe027|R,12223,1,-1.863e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG011|L,10935,1,-3.755e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG093|L,13937,1,-2.129e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG093|R,515718,1,2.1433e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG100|L,12135,1,-2.0048e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG122|L,588857,1,1.94e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG122|R,13844,1,-1.71e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG190|L,15490,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG204|R,20178,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG284|L,10501,1,2.17453e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG284|R,513565,1,-1.6847e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG307|L,13829,1,-2.0756e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG307|R,37554,1,5.3576e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG382|L,73517,1,4.155e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG411|R,20571,1,-1.695e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG442|L,28040;43223,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG442|R,25865,1,-1.877e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG494|L,396599,1,2.8597e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG502|L,46847,1,-1.23734e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG507|L,39102,1,1.85e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG521|L,16327,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG521|R,15957,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG532|L,15887,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG532|R,15145,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG548|L,14086,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG548|R,13233,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG553|L,532944,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG553|R,11863,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG563|L,521551,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG563|R,12288,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG565|L,45127,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG565|R,14208,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG567|L,21942,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG567|R,517236,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG569|L,512985,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG569|R,16843,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG580|L,16018,1,4.685e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG580|R,15222,1,-2.1156e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG581|L,513473,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG581|R,12612,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG583|L,43044,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG583|R,11645,1,3.15e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG584|L,558897,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG584|R,11652,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG657|L,23138,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG665|L,11968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG667|L,10420,1,-3.11e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG667|R,10638,1,9.45e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG700m|R,523632,1,1.937e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG701m|L,10507,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
GNG701m|R,13519,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IB023|R,13751,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IB068|L,19565,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IB069|L,60103,1,-7.73e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IB069|R,512039,1,2.476e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IB076|R,24690;43096,2,3.6645e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
ICL003m|L,19223,1,-5.904e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
ICL003m|R,105289,1,4.26e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN01A028|R,801550,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN01A052_b|R,807872,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN03A010|L,801111,1,4.29e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN03A010|R,800787,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN03A047|L,805880,1,2.88e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN03A047|R,807226;905010,2,-7.994e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN03A066|L,805174;806715,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN03A066|R,808086,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN03A075|R,802363,1,-1.7e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN03A080|L,909324,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN03A084|R,909095,1,-1.88e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN03B021|L,800420;800448,2,-2.0553e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN03B042|R,802276;803533,2,5.603e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN04B041|R,809137,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN04B101|R,813372,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN04B108|R,811072,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN06A022|R,810855,1,1.877e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN06A024|L,804089,1,1.35e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN06A024|R,800952,1,-1.8374e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN06A077|L,811868,1,3.137e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN06A083|R,818922,1,-2.11e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN06B012|L,10581,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN06B012|R,800473,1,-1.082e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN06B022|L,802886,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN06B033|R,806350,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN07B012|R,801576,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN07B079|L,909392,1,2.115e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN08A006|L,800511;800561;800856,3,-1.2144e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN08A006|R,800722;801437,2,6.452e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN08A016|L,802738,1,-1.58e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN08A031|R,814833,1,1.873e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN08A036|L,818467,1,-5.52e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN08B008|R,815321,1,1.54e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN08B072|L,805627,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN09A010|L,903570,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN09A010|R,903665,1,1.917e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN09B038|L,806450,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN09B038|R,806492,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN11A003|L,803477,1,2.87e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN11B017_a|R,812711,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN11B017_b|R,814084,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN12A003|L,800631,1,1.97e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN12A003|R,800846;802877,2,-5.766e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN12A008|L,802051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN12A010|L,800235,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN12B021|R,808386,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN13A057|L,810521,1,-2.045e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN13A057|R,811996;813290,2,6.077e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN14A029|R,818159,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN14B003|L,802134,1,1.588e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN14B003|R,801431,1,-1.154e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN14B004|L,802317,1,9.9154e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN14B004|R,800880,1,-9.2924e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN16B040|L,804111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN16B082|L,902311;909839,2,-3.3e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN16B097|L,811411,1,-1.956e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN17A052|R,802929,1,-1.877e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN17A079|R,910617,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN19A001|R,800020,1,2.07e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN19A003|L,800461;800622;903602,3,-8.1946e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN19A013|L,902427;905910,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN19A052|L,809046,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IN21A012|L,905078,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
INXXX122|L,905557,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
INXXX126|L,802667,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
INXXX140|L,803843,1,-2.078e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
INXXX140|R,923171,1,4.53e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
INXXX471|L,801860,1,-2.26e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
INXXX471|R,801371,1,2.174e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL003|L,83467;513177,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL003|R,23831;52063,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL010|L,14986,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL010|R,519129,1,-3.1583e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL011|L,514053,1,2.79755e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL011|R,512392,1,-3.1675e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL012|L,13067,1,3.14e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL012|R,15809,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL013|L,512258,1,1.44825e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL013|R,14674,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL014|L,519724,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL014|R,12724,1,-3.588e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL015|R,13201,1,-4.471e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL016|L,523772,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL016|R,11405,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL018|L,519461,1,4.15203e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL018|R,529641,1,-7.0118e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL019|L,55361;578855,2,3.6413e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL020|L,37378,1,4.066e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL020|R,539151,1,-3.824e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL024|R,103997,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL025|R,15486;523926,2,-9.3215e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL027|L,518127,1,1.3109e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL027|R,20922,1,-1.0173e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL028|L,99043,1,1.79123e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL028|R,19554;513764,2,-3.2548e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL029_a|L,513888,1,1.5811e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL029_a|R,19318,1,-1.7134e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL029_b|L,16000,1,1.01926e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL029_b|R,19566,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL029_c|L,515800,1,1.06026e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL029_c|R,18825,1,-9.7845e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL029_d|L,532748,1,1.279e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL029_d|R,18876,1,-1.2369e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL029_e|L,515799,1,1.48304e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL030d|L,517724,1,4e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL030d|R,77432,1,-1.106e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL040|L,519925,1,2.36307e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL046|L,38847,1,-3.5554e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL052|L,56308,1,-6.793e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL052|R,14619,1,5.27e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL060_b|L,39609;42543;142705,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL060_b|R,23508;28419;39080,3,4.0583e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL067|R,56538;526245,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL074|L,33289,1,4.534e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL082|L,12252,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL082|R,512077,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL090|L,148711,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL110|L,512694,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL119|L,555727,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL119|R,14415,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL123|L,532909,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL123|R,11199,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL128|L,529808,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL128|R,17421,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL133_b|L,516098,1,-5.68e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL135|L,383941,1,2.6423e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL136_b|L,25555;63675,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL136_b|R,28591;43357,2,-2.0607e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL144|L,21688;27893;62207,3,6.3794e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL152|L,18041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL152|R,13710,1,3.3177e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL157|L,11012,1,-8.2247e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL157|R,13991,1,6.4767e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL160|L,21823,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL161|L,19998,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL165|L,511821,1,-7.23e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL165|R,12943,1,1.5217e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL169|R,14223,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL170|L,13219,1,-1.75057e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL170|R,13301,1,1.36436e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL173|L,26353;28186,2,6.238e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL173|R,19736;25481,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL175|L,17051;17201,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL175|R,18403;19858,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL176|L,524213,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL177|R,22191,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL179|R,19586;518835;524894,3,5.0874e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL181|L,557139,1,1.0357e-319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL181|R,15663,1,-2.7233e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL183|L,11186,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL183|R,11878,1,-3.775e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL185|L,17220,1,1.383e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL185|R,18128;514677,2,-3.626e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL196|R,17691;40888;523863,3,8.101e-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL303m|L,12437;19112,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LAL303m|R,23479;27372;27522,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LHPV3a1|L,36290,1,1.556e-321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LHPV3a2|L,149599,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LNO2|L,11497,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LoVC18|L,10735,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LoVC22|L,11214,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
MDN|L,12348,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
